Location,Time,Temperature_C,Humidity_Percent,Pressure_hPa
Mumbai,2025-01-10 09:00:00,31.4,46.01865075668593,1012.4
Mumbai,2025-01-10 10:00:00,29.0,39.89606828185898,
Mumbai,2025-01-10 11:00:00,29.0,32.76882733104996,
Mumbai,2025-01-10 12:00:00,28.2,49.697414479353036,1011.8
Mumbai,2025-01-10 13:00:00,27.0,47.821805415300325,
Mumbai,2025-01-10 14:00:00,27.0,50.98677157890719,
Mumbai,2025-01-10 15:00:00,24.0,73.63287364526842,1013.7
Mumbai,2025-01-10 16:00:00,26.0,61.38851998965914,
Mumbai,2025-01-10 17:00:00,25.0,69.35554872897104,
Mumbai,2025-01-10 18:00:00,22.0,82.07643342444838,1014.5
Mumbai,2025-01-10 19:00:00,25.0,61.16156608407452,
Mumbai,2025-01-10 20:00:00,25.0,61.16156608407452,
Mumbai,2025-01-10 21:00:00,20.8,79.8841909723908,1013.5
Mumbai,2025-01-10 22:00:00,24.0,64.9335482156484,
Mumbai,2025-01-10 23:00:00,23.0,68.96917974781988,
Mumbai,2025-01-11 00:00:00,19.6,84.95300821206541,1013.1
Mumbai,2025-01-11 01:00:00,23.0,68.96917974781988,
Mumbai,2025-01-11 02:00:00,23.0,68.96917974781988,
Mumbai,2025-01-11 03:00:00,20.0,86.61909675849209,1015.5
Mumbai,2025-01-11 04:00:00,25.0,69.35554872897104,
Mumbai,2025-01-11 05:00:00,26.0,57.63433267904622,
Mumbai,2025-01-11 06:00:00,28.0,50.60007897036122,1015.7
Mumbai,2025-01-11 07:00:00,29.0,37.38203217205419,
Mumbai,2025-01-11 08:00:00,28.0,54.583776611197585,
Mumbai,2025-01-11 09:00:00,29.6,51.0137619532381,1012.7
Mumbai,2025-01-11 10:00:00,27.0,57.873653251263804,
Mumbai,2025-01-11 11:00:00,27.0,61.6137466743783,
Mumbai,2025-01-11 12:00:00,26.6,59.62517376441938,1012.0
Mumbai,2025-01-11 13:00:00,25.0,57.393288213137126,
Mumbai,2025-01-11 14:00:00,24.0,64.9335482156484,
Mumbai,2025-01-11 15:00:00,24.4,67.94922933383891,1013.8
Mumbai,2025-01-11 16:00:00,25.0,47.2840066651506,
Mumbai,2025-01-11 17:00:00,24.0,50.200126046479014,
Mumbai,2025-01-11 18:00:00,22.6,58.68162414536218,1014.9
Mumbai,2025-01-11 19:00:00,24.0,50.200126046479014,
Mumbai,2025-01-11 20:00:00,24.0,50.200126046479014,
Mumbai,2025-01-11 21:00:00,19.4,71.8963196457012,1013.9
Mumbai,2025-01-11 22:00:00,23.0,56.905982387401856,
Mumbai,2025-01-11 23:00:00,23.0,56.905982387401856,
Mumbai,2025-01-12 00:00:00,20.8,78.38096858207,1013.7
Mumbai,2025-01-12 01:00:00,22.0,64.50443133407828,
Mumbai,2025-01-12 02:00:00,22.0,60.47020638316778,
Mumbai,2025-01-12 03:00:00,19.8,77.73604009831854,1015.6
Mumbai,2025-01-12 04:00:00,24.0,53.57621135443473,
Mumbai,2025-01-12 05:00:00,26.0,47.553680242907866,
Mumbai,2025-01-12 06:00:00,27.8,46.820447800043176,1015.6
Mumbai,2025-01-12 07:00:00,29.0,39.89606828185898,
